agency,dac_category,country,amt
DHS,Economic Growth,Jordan,171768.0
DHS,Economic Growth,Kazakhstan,76816.0
DHS,Economic Growth,Kosovo,56075.0
DHS,Economic Growth,Kyrgyzstan,28425.0
DHS,Economic Growth,Lebanon,5999.0
DHS,Economic Growth,Mexico,173049.0
DHS,Economic Growth,Oman,63629.0
DHS,Economic Growth,Panama,61044.0
DHS,Economic Growth,Paraguay,25613.0
DHS,Economic Growth,Romania,18338.0
DHS,Economic Growth,Russia,74039.0
DHS,Economic Growth,Senegal,257351.0
DHS,Economic Growth,Singapore,98627.0
DHS,Economic Growth,Tajikistan,26696.0
DHS,Economic Growth,Thailand,40764.0
DHS,Economic Growth,Turkey,98178.0
DHS,Economic Growth,Ukraine,15594.0
DHS,Economic Growth,Uzbekistan,67252.0
DHS,Governance,Algeria,96043.0
DHS,Governance,Aruba,71293.0
DHS,Governance,Bahamas,10285.0
DHS,Governance,Belgium,9491.0
DHS,Governance,Botswana,84928.0
DHS,Governance,Brazil,111078.0
DHS,Governance,China (P.R.C.),96973.0
DHS,Governance,Ghana,23824.0
DHS,Governance,Hungary,68285.0
DHS,Governance,India,51133.0
DHS,Governance,Iraq,105153.0
DHS,Governance,Jamaica,35988.0
DHS,Governance,Kenya,213523.0
DHS,Governance,Kosovo,249911.0
DHS,Governance,Malaysia,63076.0
DHS,Governance,Micronesia (Federated States),1174.0
DHS,Governance,Nigeria,82421.0
DHS,Governance,Panama,13486.0
DHS,Governance,Peru,57194.0
DHS,Governance,Philippines,63657.0
DHS,Governance,Thailand,250872.0
DHS,Governance,Turkey,7852.0
DHS,Governance,Ukraine,92184.0
DHS,Governance,United Arab Emirates,37452.0
DHS,Governance,Vietnam,70725.0
DOC,Agriculture,Central African Republic,8766.0
DOC,Agriculture,Peru,28203.0
DOC,Economic Growth,Azerbaijan,18853.0
DOC,Economic Growth,Brazil,135565.0
DOC,Economic Growth,China (P.R.C.),39929.0
DOC,Economic Growth,Guatemala,925.0
DOC,Economic Growth,India,138980.0
DOC,Economic Growth,Korea Republic,3506.0
DOC,Economic Growth,Kyrgyzstan,3369454.0
DOC,Economic Growth,Morocco,181250.0
DOC,Economic Growth,Tanzania,26111.0
DOC,Economic Growth,Trinidad and Tobago,192877.0
DOC,Economic Growth,Tunisia,8920.0
DOC,Economic Growth,Vietnam,43487.0
DOC,Economic Growth,Zambia,5623.0
DOC,Education,Armenia,75840.0
DOC,Education,Azerbaijan,152767.0
DOC,Education,Georgia,186177.0
DOC,Education,Kazakhstan,83640.0
DOC,Education,Kyrgyzstan,29788.0
DOC,Education,Moldova,475326.0
DOC,Education,Russia,4498.0
DOC,Education,Tajikistan,238490.0
DOC,Education,Turkmenistan,48320.0
DOC,Education,Ukraine,1097689.0
DOC,Education,Uzbekistan,56230.0
DOC,Humanitarian,China (P.R.C.),22606.0
DOC,Humanitarian,Micronesia (Federated States),336136.0
DOC,Humanitarian,Romania,5424.0
DOC,Other,Afghanistan,796710.0
DOC,Other,Australia,24342.0
DOC,Other,Canada,99379.0
DOC,Other,Ecuador,627.0
DOC,Other,India,4258.0
DOC,Other,Indonesia,60855.0
DOC,Other,Kenya,40633.0
DOC,Other,Mexico,19354.0
DOC,Other,Philippines,50679.0
DOC,Other,United Kingdom,8544.0
DOD,Agriculture,Haiti,119559.0
DOD,Agriculture,Iraq,104015.0
DOD,Economic Growth,Afghanistan,187892126.0
DOD,Economic Growth,Iraq,384330970.0
DOD,Education,Iraq,9034666.0
DOD,Governance,Afghanistan,21503738939.0
DOD,Governance,Albania,46825613.0
DOD,Governance,Algeria,1709300.0
DOD,Governance,Angola,652556.0
DOD,Governance,Antigua and Barbuda,7949822.0
DOD,Governance,Argentina,7325482.0
DOD,Governance,Armenia,13058711.0
DOD,Governance,Aruba,1250.0
DOD,Governance,Australia,13374.0
DOD,Governance,Austria,244453.0
DOD,Governance,Azerbaijan,8988795.0
DOD,Governance,Bahamas,3152815.0
DOD,Governance,Bahrain,1648855.0
DOD,Governance,Bangladesh,3706902.0
DOD,Governance,Barbados,1863161.0
DOD,Governance,Belarus,162533.0
DOD,Governance,Belgium,22201.0
DOD,Governance,Belize,11186428.0
DOD,Governance,Benin,3101620.0
DOD,Governance,Bhutan,15019.0
DOD,Governance,Bolivia,19039547.0
DOD,Governance,Bosnia and Herzegovina,52322201.0
DOD,Governance,Botswana,15147304.0
DOD,Governance,Brazil,2890589.0
DOD,Governance,Brunei,5726.0
DOD,Governance,Bulgaria,45118301.0
DOD,Governance,Burkina Faso,1348800.0
DOD,Governance,Burma (Myanmar),473858.0
DOD,Governance,Burundi,412583.0
DOD,Governance,Cabo Verde,2391784.0
DOD,Governance,Cambodia,3251336.0
DOD,Governance,Cameroon,2487434.0
DOD,Governance,Canada,16891.0
DOD,Governance,Central African Republic,141184.0
DOD,Governance,Chad,1906128.0
DOD,Governance,Chile,30369777.0
DOD,Governance,China (P.R.C.),3064260.0
DOD,Governance,Colombia,186946279.0
DOD,Governance,Comoros,278759.0
DOD,Governance,Congo (Brazzaville),1239543.0
DOD,Governance,Congo (Kinshasa),22539856.0
DOD,Governance,Costa Rica,8062285.0
DOD,Governance,Cote d'Ivoire,1350666.0
DOD,Governance,Croatia,3826971.0
DOD,Governance,Czechia,35640291.0
DOD,Governance,Djibouti,14050989.0
DOD,Governance,Dominica,267995.0
DOD,Governance,Dominican Republic,6928124.0
DOD,Governance,Ecuador,24888074.0
DOD,Governance,Egypt,2028590.0
DOD,Governance,El Salvador,39394820.0
DOD,Governance,Eritrea,312910.0
DOD,Governance,Estonia,10536974.0
DOD,Governance,Eswatini,957174.0
DOD,Governance,Ethiopia,12004756.0
DOD,Governance,Fiji,496431.0
DOD,Governance,Gabon,772099.0
DOD,Governance,Gambia,924621.0
DOD,Governance,Georgia,72744880.0
DOD,Governance,Germany,53624.0
DOD,Governance,Ghana,8524311.0
DOD,Governance,Greece,778435339.0
DOD,Governance,Grenada,888051.0
DOD,Governance,Guatemala,24345890.0
DOD,Governance,Guinea,2040925.0
DOD,Governance,Guinea-Bissau,305447.0
DOD,Governance,Guyana,1770479.0
DOD,Governance,Haiti,3421520.0
DOD,Governance,Honduras,6216888.0
DOD,Governance,Hungary,39971447.0
DOD,Governance,Iceland,823246.0
DOD,Governance,India,12414314.0
DOD,Governance,Indonesia,135176772.0
DOD,Governance,Iran,13716311.0
DOD,Governance,Iraq,2104865167.0
DOD,Governance,Ireland,3502.0
DOD,Governance,Israel,8155269878.0
DOD,Governance,Jamaica,3386204.0
DOD,Governance,Japan,14476.0
DOD,Governance,Jordan,1020042573.0
DOD,Governance,Kazakhstan,49069011.0
DOD,Governance,Kenya,26382252.0
DOD,Governance,Kiribati,21550.0
DOD,Governance,Korea Republic,1235620923.0
DOD,Governance,Kosovo,1115952.0
DOD,Governance,Kyrgyzstan,13193132.0
DOD,Governance,Laos,731233.0
DOD,Governance,Latvia,23339207.0
DOD,Governance,Lebanon,630010013.0
DOD,Governance,Lesotho,114037.0
DOD,Governance,Liberia,13241160.0
DOD,Governance,Libya,11788.0
DOD,Governance,Lithuania,92304196.0
DOD,Governance,Madagascar,284554.0
DOD,Governance,Malawi,3681416.0
DOD,Governance,Malaysia,12420534.0
DOD,Governance,Maldives,5819387.0
DOD,Governance,Mali,1407776.0
DOD,Governance,Malta,2923581.0
DOD,Governance,Mauritania,2984968.0
DOD,Governance,Mauritius,743402.0
DOD,Governance,Mexico,26779047.0
DOD,Governance,Micronesia (Federated States),951514.0
DOD,Governance,Moldova,17098748.0
DOD,Governance,Mongolia,5772746.0
DOD,Governance,Montenegro,1866877.0
DOD,Governance,Morocco,93903388.0
DOD,Governance,Mozambique,397659.0
DOD,Governance,Namibia,209390.0
DOD,Governance,Nepal,9776864.0
DOD,Governance,Netherlands,9850.0
DOD,Governance,New Zealand,5094.0
DOD,Governance,Nicaragua,11307231.0
DOD,Governance,Niger,13771618.0
DOD,Governance,Nigeria,20741854.0
DOD,Governance,North Macedonia,31177828.0
DOD,Governance,Oman,11718736.0
DOD,Governance,Pakistan,732282716.0
DOD,Governance,Panama,8748156.0
DOD,Governance,Papua New Guinea,921839.0
DOD,Governance,Paraguay,4155106.0
DOD,Governance,Peru,19144616.0
DOD,Governance,Philippines,433139173.0
DOD,Governance,Poland,81205827.0
DOD,Governance,Portugal,1868374.0
DOD,Governance,Romania,17788122.0
DOD,Governance,Russia,146898861.0
DOD,Governance,Rwanda,883251.0
DOD,Governance,Samoa,44984.0
DOD,Governance,Sao Tome and Principe,220856.0
DOD,Governance,Saudi Arabia,128208.0
DOD,Governance,Senegal,7484596.0
DOD,Governance,Serbia,5900380.0
DOD,Governance,Seychelles,625789.0
DOD,Governance,Sierra Leone,10488619.0
DOD,Governance,Slovak Republic,3748060.0
DOD,Governance,Slovenia,4276923.0
DOD,Governance,Solomon Islands,246922.0
DOD,Governance,Somalia,1890050.0
DOD,Governance,South Africa,4884517.0
DOD,Governance,South Sudan,1271418.0
DOD,Governance,Spain,1069225818.0
DOD,Governance,Sri Lanka,3117397.0
DOD,Governance,St. Kitts and Nevis,916849.0
DOD,Governance,St. Lucia,503423.0
DOD,Governance,St. Vincent and Grenadines,539721.0
DOD,Governance,Suriname,1484253.0
DOD,Governance,Sweden,8206.0
DOD,Governance,Tajikistan,20259395.0
DOD,Governance,Tanzania,8540625.0
DOD,Governance,Thailand,32166029.0
DOD,Governance,Timor-Leste,681124.0
DOD,Governance,Togo,1116213.0
DOD,Governance,Tonga,581384.0
DOD,Governance,Trinidad and Tobago,569985.0
DOD,Governance,Tunisia,157835173.0
DOD,Governance,Turkey,90410057.0
DOD,Governance,Turkmenistan,8429652.0
DOD,Governance,Tuvalu,11459.0
DOD,Governance,Uganda,27574669.0
DOD,Governance,Ukraine,36358294.0
DOD,Governance,United Kingdom,4287099.0
DOD,Governance,Uruguay,18243315.0
DOD,Governance,Uzbekistan,9071192.0
DOD,Governance,Vanuatu,440321.0
DOD,Governance,Venezuela,962583.0
DOD,Governance,Vietnam,4181396.0
DOD,Governance,Yemen,45821563.0
DOD,Governance,Zambia,1092597.0
DOD,Governance,Zimbabwe,439952.0
DOD,Health and Population,Albania,421443.0
DOD,Health and Population,Algeria,11043.0
DOD,Health and Population,Angola,1557493.0
DOD,Health and Population,Argentina,112845.0
DOD,Health and Population,Armenia,6370.0
DOD,Health and Population,Belize,59589.0
